id,fusion_mode,available_pillars,missing_pillars,raw_weights,effective_weights,pillar_scores,weighted_contributions,reconstructed_h_score,stored_h_score,absolute_error
bio_0450,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.998, ""cg"": null, ""cf"": null}","{""p1"": 0.998, ""p2"": 0.0, ""p3"": 0.0}",0.998,0.998,0.0000000000e+00
che_0451,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0452,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0453,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0454,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0455,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0456,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0457,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0458,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0459,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0460,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0461,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0462,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0463,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0464,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0465,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0466,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0467,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0468,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0469,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0470,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0471,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0472,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0473,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0474,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0475,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0476,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0477,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0478,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0479,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0480,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0481,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0482,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0483,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0484,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0485,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0486,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0487,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0488,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0489,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0490,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0491,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0492,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0493,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0494,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0495,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0496,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
che_0497,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.0095, ""cg"": null, ""cf"": null}","{""p1"": 0.0095, ""p2"": 0.0, ""p3"": 0.0}",0.0095,0.0095,0.0000000000e+00
che_0498,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5003, ""cg"": null, ""cf"": null}","{""p1"": 0.5003, ""p2"": 0.0, ""p3"": 0.0}",0.5003,0.5003,0.0000000000e+00
che_0499,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5024, ""cg"": null, ""cf"": null}","{""p1"": 0.5024, ""p2"": 0.0, ""p3"": 0.0}",0.5024,0.5024,0.0000000000e+00
che_0500,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0501,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5005, ""cg"": null, ""cf"": null}","{""p1"": 0.5005, ""p2"": 0.0, ""p3"": 0.0}",0.5005,0.5005,0.0000000000e+00
new_0502,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0503,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
new_0504,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9991, ""cg"": null, ""cf"": null}","{""p1"": 0.9991, ""p2"": 0.0, ""p3"": 0.0}",0.9991,0.9991,0.0000000000e+00
new_0505,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5005, ""cg"": null, ""cf"": null}","{""p1"": 0.5005, ""p2"": 0.0, ""p3"": 0.0}",0.5005,0.5005,0.0000000000e+00
new_0506,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0507,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
new_0508,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9991, ""cg"": null, ""cf"": null}","{""p1"": 0.9991, ""p2"": 0.0, ""p3"": 0.0}",0.9991,0.9991,0.0000000000e+00
new_0509,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5005, ""cg"": null, ""cf"": null}","{""p1"": 0.5005, ""p2"": 0.0, ""p3"": 0.0}",0.5005,0.5005,0.0000000000e+00
new_0510,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0511,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
new_0512,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9991, ""cg"": null, ""cf"": null}","{""p1"": 0.9991, ""p2"": 0.0, ""p3"": 0.0}",0.9991,0.9991,0.0000000000e+00
new_0513,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5005, ""cg"": null, ""cf"": null}","{""p1"": 0.5005, ""p2"": 0.0, ""p3"": 0.0}",0.5005,0.5005,0.0000000000e+00
new_0514,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0515,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
new_0516,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9991, ""cg"": null, ""cf"": null}","{""p1"": 0.9991, ""p2"": 0.0, ""p3"": 0.0}",0.9991,0.9991,0.0000000000e+00
new_0517,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5005, ""cg"": null, ""cf"": null}","{""p1"": 0.5005, ""p2"": 0.0, ""p3"": 0.0}",0.5005,0.5005,0.0000000000e+00
new_0518,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0519,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
new_0520,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.9991, ""cg"": null, ""cf"": null}","{""p1"": 0.9991, ""p2"": 0.0, ""p3"": 0.0}",0.9991,0.9991,0.0000000000e+00
new_0521,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.5005, ""cg"": null, ""cf"": null}","{""p1"": 0.5005, ""p2"": 0.0, ""p3"": 0.0}",0.5005,0.5005,0.0000000000e+00
new_0522,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 1.0, ""cg"": null, ""cf"": null}","{""p1"": 1.0, ""p2"": 0.0, ""p3"": 0.0}",1.0,1.0,0.0000000000e+00
new_0523,PARTIAL_RENORMALIZED,P1,P2+P3,"{""alpha"": 0.45, ""beta"": 0.3, ""gamma"": 0.25}","{""alpha"": 1.0, ""beta"": 0.0, ""gamma"": 0.0}","{""fe"": 0.1571, ""cg"": null, ""cf"": null}","{""p1"": 0.1571, ""p2"": 0.0, ""p3"": 0.0}",0.1571,0.1571,0.0000000000e+00
